time,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun,units,City
2014-01-01,0.25,0.44999999999999996,0.36896551724137927,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Aurangabad
2014-01-01,0.42910447761194015,0.44999999999999996,0.43103448275862066,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Mumbai
2014-01-01,0.21641791044776115,0.44999999999999996,0.36896551724137927,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Nagpur
2014-01-01,0.23880597014925364,0.44999999999999996,0.37241379310344824,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Pune
2014-01-01,0.31343283582089543,0.44999999999999996,0.38620689655172413,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Solapur
2014-01-02,0.24626865671641784,0.44999999999999996,0.33793103448275863,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Aurangabad
2014-01-02,0.4776119402985074,0.44999999999999996,0.5172413793103449,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Mumbai
2014-01-02,0.23134328358208955,0.44999999999999996,0.3551724137931035,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Nagpur
2014-01-02,0.23880597014925364,0.44999999999999996,0.37241379310344824,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Pune
2014-01-02,0.3582089552238805,0.44999999999999996,0.43448275862068975,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Solapur
2014-01-03,0.2649253731343283,0.44999999999999996,0.3655172413793104,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Aurangabad
2014-01-03,0.4776119402985074,0.44999999999999996,0.5310344827586205,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Mumbai
2014-01-03,0.21641791044776115,0.44999999999999996,0.3793103448275862,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Nagpur
2014-01-03,0.23134328358208955,0.44999999999999996,0.3758620689655171,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Pune
2014-01-03,0.3619402985074627,0.44999999999999996,0.45862068965517244,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Solapur
2014-01-04,0.2798507462686566,0.44999999999999996,0.3931034482758621,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Aurangabad
2014-01-04,0.42164179104477606,0.44999999999999996,0.4137931034482759,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Mumbai
2014-01-04,0.2574626865671641,0.44999999999999996,0.44137931034482747,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Nagpur
2014-01-04,0.2350746268656716,0.44999999999999996,0.4379310344827586,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Pune
2014-01-04,0.37686567164179097,0.44999999999999996,0.49310344827586194,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Solapur
2014-01-05,0.26119402985074613,0.44999999999999996,0.3310344827586207,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Aurangabad
2014-01-05,0.3656716417910447,0.44999999999999996,0.39655172413793094,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Mumbai
2014-01-05,0.2723880597014925,0.44999999999999996,0.39655172413793094,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Nagpur
2014-01-05,0.2201492537313432,0.44999999999999996,0.4034482758620689,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Pune
2014-01-05,0.37686567164179097,0.44999999999999996,0.5241379310344828,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Solapur
2014-01-06,0.23880597014925364,0.44999999999999996,0.34827586206896555,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Aurangabad
2014-01-06,0.3731343283582088,0.44999999999999996,0.34827586206896555,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Mumbai
2014-01-06,0.2425373134328357,0.44999999999999996,0.3413793103448275,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Nagpur
2014-01-06,0.1977611940298507,0.44999999999999996,0.38275862068965527,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Pune
2014-01-06,0.3731343283582088,0.44999999999999996,0.5206896551724137,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Solapur
2014-01-07,0.2649253731343283,0.44999999999999996,0.36896551724137927,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Aurangabad
2014-01-07,0.45895522388059695,0.44999999999999996,0.5379310344827587,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Mumbai
2014-01-07,0.1977611940298507,0.44999999999999996,0.3172413793103448,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Nagpur
2014-01-07,0.2126865671641791,0.44999999999999996,0.39655172413793094,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Pune
2014-01-07,0.38432835820895517,0.44999999999999996,0.4896551724137931,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Solapur
2014-01-08,0.30597014925373134,0.44999999999999996,0.4896551724137931,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Aurangabad
2014-01-08,0.4701492537313432,0.44999999999999996,0.5448275862068964,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Mumbai
2014-01-08,0.23134328358208955,0.44999999999999996,0.39655172413793094,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Nagpur
2014-01-08,0.26119402985074613,0.44999999999999996,0.44137931034482747,0.0,,276.0,0.33986928104575165,,0.8397565922920887,,,Pune
